N,Lambda,Error,Time,Shape
10.0,10.0,0.00470556063100586,0.006830453872680664,121.0
20.0,20.0,0.0030604059072443135,0.019486427307128906,441.0
40.0,40.0,0.0017469193149314162,0.06733131408691406,1681.0
80.0,80.0,0.0009334126227174872,0.25959014892578125,6561.0
160.0,160.0,0.0004826590098408414,1.2565865516662598,25921.0
320.0,320.0,0.0002454522078563134,4.349347352981567,103041.0
