N,Lambda,Error,Time,Shape
10.0,10.0,1.65071124813198e-16,0.0039033889770507812,121.0
20.0,20.0,1.9175676573194193e-16,0.02534770965576172,441.0
40.0,40.0,4.737576992778988e-16,0.06539154052734375,1681.0
80.0,80.0,1.416466012079908e-15,0.2830390930175781,6561.0
160.0,160.0,7.985022485866486e-15,1.0829229354858398,25921.0
320.0,320.0,2.913564380957726e-14,5.575458288192749,103041.0
