N,Lambda,Error,Time,Shape
10.0,10.0,0.013442098496138193,0.0048792362213134766,121.0
20.0,20.0,0.006160193209997489,0.018543481826782227,441.0
40.0,40.0,0.003094767233779721,0.06441473960876465,1681.0
80.0,80.0,0.001574040895879289,0.5534391403198242,6561.0
160.0,160.0,0.000796758318841082,1.6200356483459473,25921.0
320.0,320.0,0.00040121955104624886,4.218786239624023,103041.0
