N,Lambda,Error,Time,Shape
10.0,10.0,6.758253277483197e-17,0.003904104232788086,121.0
20.0,20.0,5.178646194472951e-16,0.019518613815307617,441.0
40.0,40.0,6.927175684293425e-16,0.06929540634155273,1681.0
80.0,80.0,4.3534776130748334e-15,0.3191511631011963,6561.0
160.0,160.0,4.2882037243202605e-15,1.5958294868469238,25921.0
320.0,320.0,5.895760843257236e-15,4.9223952293396,103041.0
